Symbol,Name,Last,Industry,20D Avg Vol,Market Cap
MO,Altria Group,52.5,Tobacco,12187696,92023744000
MOH,Molina Healthcare Inc,234.19,Medical - HMO,330607,13725374000
MONDY,Mondi Plc ADR,53.16,Paper & Related Products,26004,12753075000
MONOY,Monotaro CO Ltd,55.63,Internet Commerce,9711,13656884000
MORN,Morningstar Inc,226.4,Business Information,128217,9713236000
MOS,Mosaic Company,31.15,Fertilizers,6281645,11452399000
MPC,Marathon Petroleum Corp,55.02,Oil - Refining and Marketing,6809919,34628292000
MPLX,Mplx LP,25.52,Oil - Production & Pipeline,2811352,25929250000
MPW,Medical Properties Trust,21.35,REIT - Equity Trust Other,3790545,12336600000
MPWR,Monolithic Power Sys,350.97,Semi Analog & Mixed,536578,15100091000
MRAAY,Murata Manufacturing,20.45,Machinery - Electrical,203005,54876116000
MRK,Merck & Company,77.39,Large Cap Pharma,15016702,1.93E+11
MRNA,Moderna Inc,133.28,Medical - Biomedical,8689155,52713096000
MRO,Marathon Oil Corp,11.09,Oil - US Integrated,27547850,8237953000
MRTX,Mirati Therapeutics,164.98,Medical - Biomedical,396317,8550562000
MRVI,Maravai Lifesciences Holdings Inc Cl A,33.44,Medical Products,1831150,5827030000
MRVL,Marvell Tech Group,46.97,Semi Communications,14655150,30575424000
MRWSY,Wm Morrison Supermar,12.65,Food Items - Wholesale,27252,5995284000
MS,Morgan Stanley,79.98,Finance - Investment Brokers,10769445,1.44E+11
MSA,Msa Safety Inc,150.8,Protection - Safety,136181,5853578000
MSADY,MS&Ad Ins Group ADR,15.62,Insurance - Proprty & Casualty,32015,18285198000
MSBHF,Mitsubishi Corp,29.78,Conglomerates - Div Operations,5726,21814142000
MSCI,MSCI Inc,424.87,Business Software Services,497598,35088904000
MSFT,Microsoft Corp,236.48,Computer - Software,31734891,1.78E+12
MSGS,Madison Square Garden Sports Corp,177.45,Leisure & Recreation Services,269733,4354807000
MSI,Motorola Solutions,189.6,Wireless Equipment,723918,30600824000
MSM,Msc Industrial Direct Company,91,Industrial Services,423110,4865951000
MSP,Datto Holding Corp,24.23,Internet - Software,492528,4063670000
MSTR,Microstrategy Cl A,624,Computer - Software,713065,5958986000
MT,Arcelormittal,28.87,Steel - Producers,7791728,26516498000
MTB,M&T Bank Corp,155.14,Banks - Major Regional,1006533,19008248000
MTCH,Match Group Inc,138.27,Internet Commerce,2400666,37602284000
MTD,Mettler-Toledo International,1163.08,Industrial Scientific,142388,25883500000
MTG,Mgic Investment Corp,13.32,Insurance - Multi Line,3522495,4207648000
MTLHY,Mitsubishi Chemical,40.01,Chemical - Diversified,936,12351578000
MTN,Vail Resorts,286.23,Leisure & Recreation Services,616517,11205258000
MTNOY,Mtn Group Ltd ADR,5.86,Wireless Non-US,11480,10797178000
MTSFF,Mitsui Fudosan CO Ltd,23.2,Real Estate Developers,994,23298370000
MTUAY,Mtu Aero Engines Hol,117.25,Aerospace - Defense,2485,12427966000
MTZ,Mastec Inc,90.13,Building - Heavy Construction,786789,6382716000
MU,Micron Technology,87.99,Semi Memory,24247758,92849776000
MUFG,Mitsubishi Ufj Financial Group Inc,5.82,Banks - Foreign,1862760,72700744000
MURGY,Muenchener Re Group,30.8375,Insurance - Multi Line,37254,42926304000
MXIM,Maxim Integrated,93.14,Semi Analog & Mixed,2342161,23960182000
MZDAY,Mazda Motor Corp,4.09,Auto - Foreign,46963,5019187000
NABZY,Natl Australia Bank,9.99,Banks - Foreign,53887,54836364000
NARI,Inari Medical Inc,103.23,Medical Instruments,816345,5059124000
NATI,Natl Instruments Cor,43.43,Electronic Test Equipment,507639,5501173000
NAV,Navistar International Corp,44.02,Auto - Truck Original Parts,927476,4391493000
NBIX,Neurocrine Bioscienc,98.86,Medical - Drugs,1210077,8226676000
NCLH,Norwegian Cruise Ord,26.82,Leisure & Recreation Services,28519865,7991430000
NCMGY,Newcrest Mining Ltd,19.11,Mining - Gold,58237,15522749000
NCNO,Ncino Inc,63.28,Internet - Software,1260389,6011173000
NCR,NCR Corp,37.84,Computer - Integrated Systems,1159283,4561531000
NDAQ,Nasdaq Inc,150.72,Securities Exchanges,1034316,24279396000
NDEKY,Nitto Denko ADR,43.46,Semi Communications,9051,12795366000
NDSN,Nordson Corp,203.59,Machinery - General Industrial,244719,11600354000
NEE,Nextera Energy,74.06,Utility - Electric Power,10776715,1.43E+11
NEM,Newmont Mining Corp,61.5,Mining - Misc,8482151,48314716000
NEO,Neogenomics Inc,46.38,Medical - Biomedical,1078261,5578038000
NEOG,Neogen Cp,87.25,Medical Products,223152,4533194000
NEP,Nextera Energy Partners LP,71.84,Other Alt Energy,587698,5275322000
NET,Cloudflare Inc Cl A,67.57,Internet - Software,4428836,20947668000
NEU,Newmarket Corp,387.89,Chemical - Specialty,29305,4168377000
NFE,New Fortress Energy Llc,47.92,Oil - International Integrated,663089,8381821000
NFG,National Fuel Gas Company,50.52,Utility - Gas Distribution,399820,4448755000
NFLX,Netflix Inc,508.05,Broadcast - Radio & TV,4053977,2.31E+11
NGG,National Grid Transco Plc,59.49,Utility - Electric Power,427814,41965384000
NGLOY,Anglo American Plc,19.79,Mining - Misc,828526,52041920000
NHYDY,Norsk Hydro ADR,6.23,Metal Production & Fabrication,92152,11893070000
NI,NiSource Inc,23.8,Utility - Electric Power,5469300,9357616000
NICE,Nice Ltd,222.94,Internet - Software,364603,13806179000
NILSY,Jsc Mmc Norilsk ADR,29.2,Mining - Misc,125845,44039580000
NIO,Nio Inc,36.13,Auto - Foreign,128183180,47386860000
NIPNF,Nec Corp,62,Computer - Integrated Systems,720,7974263000
NJDCY,Nihon Densan Kabushiki Kaisha ADR,30.84,Electronics - Misc Components,104975,73056832000
NKE,Nike Inc,132.99,Shoes and Related Apparel,7768447,2.10E+11
NKLA,Nikola Corp,14.15,Auto - Domestic,11695280,5510761000
NLOK,Nortonlifelock Inc,21.61,Protection - Safety,5157998,12254835000
NLSN,Nielsen Holdings Plc,25.5,Business Information,5194894,8944800000
NLY,Annaly Capital Management Inc,8.97,REIT - Mortgage Trusts,15548452,12222916000
NMR,Nomura Holdings Inc ADR,6.61,Finance - Investment Brokers,307558,19569944000
NNCHY,Nissan Chemical Industries Ltd ADR,52.761,Chemical - Specialty,620,7583500000
NNGRY,NN Group NV [Netherlands] ADR,24.39,Insurance - Life,16145,15841785000
NNN,National Retail Properties,44.39,REIT - Equity Trust Retail,1195202,7569254000
NOC,Northrop Grumman Corp,319.02,Aerospace - Defense,1141527,52687888000
NOK,Nokia Corp,4.06,Wireless Equipment,44370172,22018876000
NOMD,Nomad Foods Ltd,27.47,Food - Misc & Diversified,930886,4650609000
NOV,Nov Inc,14.03,Technology Services,6017538,5271906000
NOVT,Novanta Inc,132.25,Electronics - Misc Components,137705,4550753000
NOW,Servicenow Inc,495,IT Services,1824990,92621960000
NPNYY,Nippon Yusen ADR,7.245,Transportation - Ship,2393,5960435000
NPSCY,Nippon Steel Corp,16.71,Steel - Producers,2920,15936884000
NPSKY,N S K Ltd ADR,20.73,Metal Production & Fabrication,1103,5375098000
NPSNY,Naspers Ltd,46.9,Cable TV,221376,98316608000
NRDBY,Nordea Bank Abp ADR,9.94,Banks - Foreign,283116,40459016000
NRG,NRG Energy,37.4,Utility - Electric Power,5366708,8791640000
NRZ,New Residential Investment Corp,11.09,REIT - Mortgage Trusts,4291511,4479808000
NSANY,Nissan Motors ADR,11.3,Auto - Foreign,96659,22897408000
NSC,Norfolk Southern Corp,272.91,Transportation - Rail,1289889,71953640000
NSRGY,Nestle Sa ADR,111.5,Food - Misc & Diversified,479078,3.21E+11
NTAP,Netapp Inc,74.75,Computer - Storage Devices,2028545,15277105000
NTCO,Natura &Co Holding S.A. ADR,16.97,Cosmetics & Toiletries,552425,11708279000
NTDOY,Nintendo CO Ltd ADR,73.12,Toys & Game & Hobby,586083,75851736000
NTDTY,Ntt Data Corp Ltd,16,Technology Services,975,22440000000
NTES,Netease Inc Ads,103.94,Internet Software Services,2649121,66911060000
NTIOF,National Bank of Canada,68.695,Banks - Foreign,4931,23277440000
NTLA,Intellia Thera CS,64.73,Medical - Biomedical,1611917,4145508000
NTNX,Nutanix Inc,26.95,IT Services,2392324,5555449000
NTR,Nutrien Ltd,56.04,Fertilizers,2025909,31027968000
NTRA,Natera Inc,93.64,Medical Services,978948,8364010000
NTRS,Northern Trust Corp,105.85,Banks - Major Regional,1246300,20656554000
NTTYY,Nippon Telegraph and Telephone Corp,27.5899,Diversified Comm Services,165473,1.01E+11
NUAN,Nuance Communicatns,43.12,Computer - Software,2999097,12106499000
NUE,Nucor Corp,79.3,Steel - Producers,3179868,20705256000
NVAX,Novavax Inc,182.12,Medical - Biomedical,4019283,14789526000
NVCR,Novocure Ltd Ord Sh,124.56,Medical Services,903811,13198860000
NVDA,Nvidia Corp,513.57,Semi General,8637521,3.14E+11
NVO,Novo Nordisk A/S,67.78,Large Cap Pharma,904909,1.58E+11
NVR,NVR Inc,4722.74,Building - Residential & Comm,26019,16688208000
NVRO,Nevro Corp,137.49,Medical Instruments,420447,4792308000
NVS,Novartis Ag,87.41,Large Cap Pharma,1715150,1.97E+11
NVST,Envista Holdings Corp,41.16,Medical Products,1065994,6331243000
NVT,Nvent Electric Plc,28.06,Electronics - Misc Components,1333197,4577914000
NVTA,Invitae Corp,34.45,Medical Information Systems,5660785,7036315000
NVZMY,Novozymes Unspn ADR,64.01,Chemical - Specialty,12771,14670880000
NWG,Natwest Group Plc,5.27,Banks - Foreign,2025548,32084092000
NWL,Newell Rubbermaid Inc,26.64,Consumer Prdts - Misc Staple,2627052,10576786000
NWS,News Cp Cl B,24.01,Movie & TV Production & Dist,707519,13994229000
NWSA,News Cp Cl A,25.73,Movie & TV Production & Dist,4675035,15033901000
NXGPY,Next Group Plc,52.88,Retail - Apparel & Shoes,530,14265481000
NXPI,Nxp Semiconductors,199,Semi Analog & Mixed,7044600,51878056000
NXST,Nexstar Media Group Inc.,141.85,Broadcast - Radio & TV,574875,6135072000
NYCB,New York Community Bancorp,12.48,Finance - Savings & Loan,4808650,5513888000
NYT,New York Times Company,48.84,Publishing - Newspapers,1729784,7883028000
O,Realty Income Corp,64.22,REIT - Equity Trust Retail,3485363,23609512000
OAS,Oasis Petroleum Inc,62,Oil - US Exploration & Product,264277,20080152000
OC,Owens Corning Inc,92.66,Building & Construction - Misc,1026576,9070852000
OCDDY,Ocado Group Plc Hatfield ADR,59.035,Internet Commerce,20750,21633582000
OCDX,Ortho Clinical Diagnostics Plc,18.49,Medical Services,2207719,4347086000
OCFT,Oneconnect Financial Technology CO Ltd America,15.1,Technology Services,401014,5842110000
OCPNY,Olympus Corp ADR,21.52,Medical Instruments,36999,28652124000
ODFL,Old Dominion Freight Line Inc,235.75,Transportation - Truck,777948,27376118000
OGE,Oge Energy Corp,32.4,Utility - Electric Power,1568238,6404673000
OGZPY,Oao Gazprom ADR,5.99,Oil - International Integrated,779007,68653440000
OHI,Omega Healthcare Investors,37.08,REIT - Equity Trust Other,2358507,8471412000
OKE,Oneok Inc,51.18,Utility - Gas Distribution,3210160,21688522000
OKTA,Okta Inc Cl A,212.45,Internet Software Services,2640027,28681632000
OLCLY,Oriental Land CO Ltd ADR,31.88,Hotels & Motels,1175,52419964000
OLED,Universal Display,240.12,Electronics - Misc Components,470945,10458669000
OLLI,Ollies Bargain CS,88.39,Consumer Prdts - Misc Staple,1041135,5362313000
OLN,Olin Corp,38.82,Chemical - Diversified,1791555,5697229000
OMC,Omnicom Group Inc,75.52,Advertising Marketing Services,2013243,16102399000
OMCL,Omnicell Inc,140.17,Medical Information Systems,543462,5896323000
OMF,Onemain Holdings Inc,54.86,Finance - Consumer Loans,1203109,6877275000
OMRNY,Omron Corp ADR,82.73,Electronics - Misc Components,9870,16643970000
OMVJF,Omv Aktiengesellschaft [Austria],51.0705,Oil - International Integrated,3430,16978000000
ON,On Semiconductor,40.64,Semi Analog & Mixed,7546434,15700904000
ONEM,1Life Healthcare Inc,37.97,Medical Information Systems,1439652,5302589000
ONEXF,Onex Corp Sub Vtg Sh,62.4273,Finance - Investment Mgmt,3852,5655409000
OPEN,Opendoor Technologies Inc,22.08,Technology Services,13435396,12993402000
ORA,Ormat Technologies,75.27,Other Alt Energy,940014,4151700000
ORAN,Orange ADR,12.41,Wireless Non-US,717861,32909370000
ORCC,Owl Rock Capital Corp,14.29,Finance - Misc Services,1248971,5424832000
ORCL,Oracle Corp,70.25,Computer - Software,17411086,1.93E+11
ORI,Old Republic International Corp,22.22,Insurance - Multi Line,2107036,6558164000
ORKLY,Orkla As ADR,9.885,Conglomerates - Div Operations,28645,9895248000
ORLY,O'Reilly Automotive,506.74,Retail - Wholesale Auto Parts,587546,34321392000
OSCR,Oscar Health Inc Cl A,25.7,Insurance - Multi Line,N/A,5411703000
OSH,Oak Street Health Inc,55.19,Medical - Outpatient & Hm Care,2289896,13724986000
OSK,Oshkosh Truck Corp,120.2,Auto - Truck Original Parts,572787,7833388000
OTEX,Open Text Cp,48,Computer - Software,561866,12997704000
OTIS,Otis Worldwide Corp,69.04,Building & Construction - Misc,2153319,28868322000
OVCHY,Oversea-Chinese ADR,17.685,Banks - Foreign,38747,38437628000
OVV,Ovintiv Inc,24.25,Oil - C$ Exploration & Product,3451368,6185838000
OXY,Occidental Petroleum Corp,27.76,Oil - US Integrated,21743539,25207878000
OZK,Bank Ozk,41.81,Banks - Northeast,871030,5195668000
OZON,Ozon Holdings Plc Ads,52.44,Consumer Prdts - Misc Discr,1129853,10624599000
PAA,Plains All American Pipeline LP,9.34,Oil Gas Prod Pipeline MLP,4998913,6433483000
PAAS,Pan Amer Silver Corp,30.76,Mining - Silver,2648565,6404580000
PAC,Grupo Aeroportuario Del Pacifico,101.61,Transportation - Services,83516,5786715000
PACB,Pacific Biosciences,30.73,Medical Instruments,4509677,5721642000
PACW,Pacwest Bancorp,39.67,Banks - West,1515133,4328867000
PAG,Penske Automotive Group,81.58,Retail - Wsale Auto & Trucks,285918,6139460000
PAGS,Pagseguro Digital Ltd Cl A,45.99,Financial Transaction Services,2311857,14927420000
PANW,Palo Alto Networks Inc,319.71,Security,1235919,31215000000
PAYC,Paycom Software Inc,372.61,Internet - Software,383334,21931062000
PAYX,Paychex Inc,100.82,Outsourcing,2132875,34966784000
PB,Prosperity Bancshares,77.46,Banks - Southwest,473916,6857231000
PBA,Pembina Pipeline Cor,28.87,Oil - Production & Pipeline,1809800,15679132000
PBCT,People's United Finl,18.03,Finance - Savings & Loan,5045818,7353072000
PBR,Petroleo Brasileiro S.A. Petrobras,8.11,Emerging Markets Integrated,46434496,52243224000
PBR.A,Petroleo Brasileiro Sa Petrobr ADR,8.17,N/L,12477605,52830224000
PBSFY,Prosiebensat.1 Media,5.19,Cable TV,5238,4846400000
PCAR,Paccar Inc,93.68,Auto - Domestic,1875599,31481676000
PCCWY,Pccw Ltd ADR,5.68,Internet - Services,481,4454232000
PCG,Pacific Gas & Electric Company,12.07,Utility - Electric Power,16660934,22446778000
PCRFY,Panasonic Corp Ads,13.07,Audio & Video Products,258241,31412398000
PCTY,Paylocity Hld Corp,176.81,Internet - Software,261886,9313551000
PCWLF,Pccw Ltd Ord,0.5675,Internet - Services,2387,4380896000
PDD,Pinduoduo Inc ADR,131.29,Internet Commerce,11053721,1.52E+11
PDRDY,Pernod Ricard Sa ADR,37.03,Beverages - Alcohol,178808,49487860000
PDYPY,Flutter Entertainment Plc,114.13,Publishing - Books,31643,39230636000
PEAK,Healthpeak Properties Inc,32.06,REIT - Equity Trust Other,3995752,16888280000
PEG,Public Service Enterprise Group Inc,59.3,Utility - Electric Power,2139854,29654010000
PEGA,Pegasystems Inc,116.76,Computer - Software,429434,9181454000
PEN,Penumbra Inc,262.97,Medical Instruments,285443,9567863000
PENN,Penn Natl Gaming Inc,106.44,Gaming,6599490,16283932000
PEP,Pepsico Inc,142.7,Beverages - Soft,7235183,1.92E+11
PFE,Pfizer Inc,36.25,Large Cap Pharma,29779559,1.99E+11
PFG,Principal Financial Group Inc,60.62,Finance - Investment Mgmt,1871900,15797982000
PFGC,Performance Food Group Company,57.41,Food Items - Wholesale,862559,7179646000
PFPT,Proofpoint Inc,127.98,Security,555033,7404975000
PFSI,Pennymac Financial Services IN,65.13,Finance - Mortgage & Rel Svs,1091061,4293821000
PG,Procter & Gamble Company,135.45,Soap and Cleaning Products,8901530,3.26E+11
PGENY,Pigeon Corp,9.65,Consumer Prdts - Misc Discr,411,4411959000
PGNY,Progyny Inc,43.89,Medical Services,743781,4120956000
PGR,Progressive Corp,95.25,Insurance - Proprty & Casualty,2885908,54175832000
PH,Parker-Hannifin Corp,317.59,Machinery - General Industrial,967476,39799540000
PHG,Koninklijke Philips Electronics,57.13,Electronics Products - Misc,533623,50560448000
PHI,Philippine Long Distance Telephone,25.97,Wireless Non-US,135609,5451840000
PHM,Pultegroup,52.62,Building - Residential & Comm,3122260,12818750000
PII,Polaris Industries Inc,133.82,Auto - Domestic,1054967,7792064000
PINC,Premier Inc Cl A,34.29,Medical Services,647500,4096229000
PINS,Pinterest Inc,69.07,Internet - Software,12457017,43744644000
PK,Park Hotels & Resorts Inc,21.87,REIT - Equity Trust Other,3431103,5046201000
PKG,Packaging Corp of America,135.52,Containers - Paper Products,698968,12338901000
PKI,Perkinelmer,129.55,Industrial Scientific,1198556,14030161000
PKX,Posco ADR,71.78,Steel - Producers,276134,23536730000
PLAN,Anaplan Inc,52.44,Internet - Software,3211518,7537065000
PLD,Prologis Inc,106.78,REIT - Equity Trust Other,3204232,76800328000
PLNT,Planet Fitness,77.62,Leisure & Recreation Services,1323344,6360706000
PLTK,Playtika Holding Corp,25.27,Gaming,1540991,10424422000
PLTR,Palantir Technologies Inc Cl A,22.58,Technology Services,81719375,39871200000
PLUG,Plug Power Inc,34.03,Machinery - Electrical,35605504,15579699000
PM,Philip Morris International Inc,90.58,Tobacco,5081513,1.38E+11
PNC,PNC Bank,179.68,Banks - Major Regional,2079067,72189408000
PNFP,Pinnacle Finl Ptnrs,92.08,Banks - Southeast,506149,6520113000
PNGAY,Ping An Ins CO ADR,24.46,Insurance - Multi Line,199935,2.19E+11
PNM,PNM Resources Inc,49.1,Utility - Electric Power,1229561,4207631000
PNR,Pentair Ltd,62.24,Machinery - Thermal Processing,915539,9940591000
PNW,Pinnacle West Capital Corp,80.22,Utility - Electric Power,936020,8970283000
POAHY,Porsche Auto ADR,10.29,Auto - Foreign,1958664,30747500000
PODD,Insulet Corp,266.8,Medical Products,591147,17420672000
POOL,Pool Corp,341.86,Leisure & Recreational Prdcts,373259,13681884000
POR,Portland General Electric Company,47.46,Utility - Electric Power,867942,4192156000
POST,Post Holdings Inc,107.47,Food - Misc & Diversified,391993,6637627000
POWI,Power Integratn,83.12,Semi Power,419188,4735258000
PPC,Pilgrim's Pride,24.51,Food - Meat Products,467194,5767575000
PPD,Ppd Inc,37.9,Medical Services,1142120,12832709000
PPERY,Pt Bk Mandiri Pe ADR,9.03,Banks - Foreign,106851,21209970000
PPG,PPG Industries,154.82,Chemical - Diversified,1406778,35105916000
PPL,PPL Corp,29.27,Utility - Electric Power,6853108,21854552000
PPRUY,Ppr Sa ADR,67.06,Retail - Apparel & Shoes,123255,84074528000
PRAH,Pra Health,151.25,Medical Services,1056141,9597691000
PRGO,Perrigo Company,42.01,Medical Products,1366045,5663241000
PRI,Primerica Inc,147.06,Insurance - Life,162572,5612422000
PROSY,Prosus NV ADR,22.2,Internet Commerce,406478,1.76E+11
PRSP,Perspecta Inc,29,IT Services,2009685,4666226000
PRU,Prudential Financial Inc,91.98,Insurance - Multi Line,2797944,35253600000
PSA,Public Storage,244.59,REIT - Equity Trust Other,748161,42178280000
PSB,Business Parks,157.84,REIT - Equity Trust Other,91681,4183001000
PSHZF,Pershing Square Hlds Ltd,35.305,Finance - Investment Funds,66294,8375831000
PSMMY,Persimmon Plc ADR,84.9,Building - Residential & Comm,8533,12991016000
PSO,Pearson Plc,10.67,Media Conglomerates,291377,8064911000
PSTG,Pure Storage Inc,21.64,Computer - Storage Devices,6654442,5699022000
PSTH,Pershing Square Tontine Hldgs Cl A,24.43,Unclassified,4284523,4812000000
PSX,Phillips 66,84.31,Oil - Refining and Marketing,2883368,35841040000
PSXP,Phillips 66 Partners LP,31,Oil Refining & Marketing MLP,1049896,6681228000
PTC,Ptc Inc,135.43,Computer - Software,756247,14816179000
PTON,Peloton Interactive Inc,106.42,Leisure & Recreational Prdcts,9055579,29977360000
PTR,Petrochina Company Ltd,36.38,Oil - International Integrated,230561,66839272000
PUK,Prudential Public Ltd Company,43.4,Insurance - Multi Line,311099,54855780000
PVH,Phillips-Van Heusen Corp,101.9,Textile - Apparel,943654,6803558000
PWR,Quanta Services,87.14,Engineering & R&D Services,1312515,11384672000
PXD,Pioneer Natural Resources Company,164.81,Oil - US Exploration & Product,2758082,34934356000
PYPL,Paypal Holdings,241.03,Internet - Software,9590947,2.74E+11
QCOM,Qualcomm Inc,132.99,Wireless Equipment,11428601,1.44E+11
QDEL,Quidel Cp,126.3,Medical Products,1003585,5450264000
QGEN,Qiagen N.V.,49.24,Medical - Biomedical,744012,11107430000
QRTEA,Qurate Retail Inc Series A,11.97,Internet Commerce,3994839,4703333000
QRTEB,Qurate Retail Inc Series B,12.2,Internet Commerce,3270,4723854000
QRVO,Qorvo Inc,182.5,Semi Radio Frequency,1229607,19457450000
QS,Quantumscape Corp,44.37,Auto - Truck Original Parts,13025645,17532852000
QSR,Restaurant Brands International,67.92,Retail - Restaurants,2006476,20107976000
QTS,Qts Realty Trust Inc,63.42,REIT - Equity Trust Other,697845,4012498000
QTWO,Q2 Holdings Inc,102.65,Business Software Services,645870,5648959000
RACE,Ferrari N.V.,204.26,Auto - Truck Original Parts,373691,37014264000
RAIFY,Raiffeisen Bank ADR,5.44,Banks - Foreign,840,6993265000
RANJY,Randstad Holdings NV,34.99,Staffing,2701,13136549000
RARE,Ultragenyx Pharmaceu,108.64,Medical - Biomedical,447075,7427990000
RBA,Ritchie Bros. Auctioneers Inc,59.51,Auction Valuation Services,726156,6222774000
RBC,Regal-Beloit Corp,147.3,Machinery - Electrical,389291,5813152000
RBGLY,Reckitt Benckiser Plc,17.97,Soap and Cleaning Products,696514,63885140000
RBLX,Roblox Corporation Cl A,70.97,Gaming,N/A,32184338000
RBSPF,Royal Bk Scotland Gr,2.645,Banks - Foreign,1533,32503324000
RCI,Rogers Communication,47.58,Cable TV,796998,19545728000
RCL,Royal Caribbean Cruises Ltd,84.56,Leisure & Recreation Services,6797609,20766924000
RCM,R1 Rcm Inc,24.16,Finance - Misc Services,1321370,6221203000
RCRRF,Recruit Holdings Co.Ltd,48.18,Business Information,1619,77076872000
RDEIY,Red Electrica ADR,8.615,Utility - Electric Power,62884,9209182000
RDFN,Redfin Corp,64.21,Real Estate Operations,2165410,6518491000
RDN,Radian Group Inc,22.76,Insurance - Multi Line,1660858,4146233000
RDS.A,Royal Dutch Shell ADR Cl A,40.8,N/L,4916392,1.58E+11
RDS.B,Royal Dutch Shell Cl B,38.35,N/L,2994428,1.48E+11
RDSMY,Royal D S M NV ADR,43.35,Chemical - Diversified,30709,31307560000
RDY,Dr. Reddy's Laboratories Ltd,61.24,Medical - Generic Drugs,202324,9912249000
RE,Everest Re Group,250.15,Insurance - Proprty & Casualty,247205,9716056000
REG,Regency Centers Corp,57.97,REIT - Equity Trust Retail,1381330,9408527000
REGN,Regeneron Pharmaceuticals,476.91,Medical - Biomedical,959220,49315004000
RELX,Relx Plc,25.16,Internet - Content,874048,47802820000
REMYY,Remy Cointreau,18.605,Beverages - Alcohol,9907,9646092000
REPYY,Repsol Ypf S.A.,12.58,Oil - International Integrated,290679,19668962000
REXR,Rexford Industrial Realty Inc,51.44,REIT - Equity Trust Other,905876,6649043000
REYN,Reynolds Consumer Products Inc,30.22,Consumer Prdts - Misc Discr,467358,6259575000
RF,Regions Financial Corp,21,Banks - Southeast,11264320,19136626000
RGA,Reinsurance Group of America Inc,128.92,Insurance - Life,474226,8373593000
RGEN,Repligen Cp,183.51,Medical - Biomedical,473450,10354456000
RGLD,Royal Gold Inc,105.94,Mining - Gold,525132,6802031000
RH,Restoration Hardware Holdings,578.18,Retail - Home Furniture,622658,9896724000
RHHBY,Roche Holdings Ltd ADR,40.45,Large Cap Pharma,1670049,2.78E+11
RHI,Robert Half International Inc,77.14,Staffing,1216824,8336181000
RHP,Ryman Hospitality Properties REIT,79,REIT - Equity Trust Other,637489,4260161000
RICOY,Ricoh CO Ltd ADR,11,Office Automation & Equipment,2160,7973460000
RIO,Rio Tinto Plc,78.05,Mining - Misc,2887693,93290992000
RJF,Raymond James Financial,123.59,Finance - Investment Brokers,859323,16327014000
RKT,Rocket Companies Inc Cl A,23.91,Technology Services,47224637,44689860000
RKUNY,Rakuten,12.25,Internet - Services,57572,17860396000
RL,Ralph Lauren Corp,122.16,Textile - Apparel,1254023,8332526000
RLI,Rli Corp,113.81,Insurance - Proprty & Casualty,157285,4967292000
RLX,Rlx Technology Inc ADR,9.12,Consumer Prdts - Misc Discr,16520582,13886645000
RMD,Resmed Inc,190.93,Medical Products,705787,27963920000
RNG,Ringcentral Inc,290.7,Internet Software Services,1095040,27887224000
RNLSY,Renault S.A.,8.58,Auto - Foreign,60776,12760318000
RNR,Renaissancere Holdings Ltd,164.51,Insurance - Proprty & Casualty,322014,8265531000
ROHCY,Rohm CO Ltd ADR,51.09,Electronics - Semiconductors,1722,10207300000
ROK,Rockwell Automation Inc,273.55,Industrial Robotics,682224,30570832000
ROKU,Roku Inc,306.82,Broadcast - Radio & TV,4421264,40895988000
ROL,Rollins Inc,34.19,Building - Maint & Service,1578626,16638882000
ROLL,RBC Bearings Incorp,193.93,Machinery - General Industrial,127849,4649641000
ROP,Roper Industries,410.36,Machinery - General Industrial,650328,42635024000
ROST,Ross Stores Inc,122.36,Retail - Discount,3118490,41164352000
ROYMY,Royal Mail Plc,14.3,Transportation - Services,7984,6890000000
RP,Realpage Inc,87.35,Business Software Services,1162301,8906506000
RPM,RPM International Inc,94.36,Paint & Related Products,584555,11745699000
RPRX,Royalty Pharma Plc Cl A,42.76,Finance - Misc Services,5001255,26318262000
RS,Reliance Steel & Aluminum Company,155.62,Metal Products - Distribution,456298,9056924000
RSG,Republic Services,101.29,Waste Removal Svcs,1444467,31322162000
RTOKY,Rentokil Initial Plc,34.42,Business Services,39587,12799661000
RTX,Raytheon Technologies Corp,78.17,Aerospace - Defense Equipment,7384002,1.15E+11
RUN,Sunrun Inc,57.09,Solar,6166586,11192765000
RWEOY,Rwe Ag Ord ADR,38.46,Utility - Electric Power,185526,23624650000
RXN,Rexnord Corp,47.72,Machinery - Electrical,812025,5534083000
RXT,Rackspace Technology Inc,23.57,Technology Services,3650544,4667427000
RY,Royal Bank of Canada,93.11,Banks - Foreign,1508225,1.32E+11
RYAAY,Ryanair Hlds Plc,114.23,Transportation - Airline,471978,25570704000
RYN,Rayonier Inc REIT,32.21,Building Products - Wood,572067,4278150000
SABR,Sabre Corp,14.88,Internet Software Services,9166021,4601358000
SAFRY,Safran S.A.,33.9501,Aerospace - Defense,81041,58480064000
SAGE,Sage Therapeutic Com,73.74,Medical - Drugs,510792,4134029000
SAIA,Saia Inc,227.09,Transportation - Truck,210865,5541146000
SAIC,Science Applications International,80,IT Services,576587,5521381000
SAIL,Sailpoint Technologies Holdings Inc,50.35,Technology Services,1173112,4571500000
SAM,Boston Beer Company,1159.99,Beverages - Alcohol,95753,12891188000
SAN,Banco Santander,3.46,Banks - Foreign,6211241,58437956000
SANA,Sana Biotechnology Inc,31.16,Medical - Biomedical,678573,5882080000
SAP,SAP Ag,122.71,Computer - Software,853666,1.49E+11
SARTF,Sartorius Ag Ord,448.5,Medical Instruments,100,15394500000
