Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,Volume,Sector,Price x Volume,Smooth Test,Peers
CARV,Carver Bancorp Inc. Common Stock,9.54,0.46,0.05,Micro,United States,154998,Finance,1478680.92,FALSE,$RKT $PCSO $UWMC $SPY
CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock,9.8,0.07,0.01,Micro,,150280,Finance,1472744,TRUE,$SPY $DIA $IWM $QQQ
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,25.7,0.15,0.01,Micro,United States,57169,Public Utilities,1469243.3,TRUE,$SPY $DIA $IWM $QQQ
PUCKU,Goal Acquisitions Corp. Unit,10.06,0.05,0.01,Micro,United States,144383,Finance,1452492.98,TRUE,$SPY $DIA $IWM $QQQ
KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares,9.65,9.65,,Micro,United States,150041,Finance,1447895.65,TRUE,$SPY $DIA $IWM $QQQ
TBC,AT&T Inc. 5.625% Global Notes due 2067,27.18,0.26,0.01,Micro,United States,53086,Public Utilities,1442877.48,TRUE,$SPY $DIA $IWM $QQQ
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,23.82,0.16,0.01,Micro,United States,60366,Consumer Services,1437918.12,TRUE,$SPY $DIA $IWM $QQQ
ANY,Sphere 3D Corp. Common Shares,2.71,0.1,0.04,Micro,Canada,529526,Technology,1435015.46,TRUE,$BB.TO $ABST.TO $TCS.TO $SPY
SLAMU,Slam Corp. Unit,9.98,0.06,0.01,Micro,United States,142705,Finance,1424195.9,TRUE,$SPY $DIA $IWM $QQQ
STAF,Staffing 360 Solutions Inc. Common Stock (DE),0.87,0.02,0.03,Micro,United States,1622319,Technology,1416608.95,FALSE,$RHI $UPWK $MAN $SPY
ASTC,Astrotech Corporation (DE) Common Stock,2.13,-0.06,-0.03,Micro,United States,657182,Capital Goods,1399797.66,FALSE,$BA $RTX $LMT $SPY
LCYAU,Landcadia Holdings III Inc. Unit ,10.83,0.33,0.03,Micro,United States,128017,Capital Goods,1386424.11,TRUE,$SPY $DIA $IWM $QQQ
PFH,Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060,25.42,0.09,0,Micro,United States,54040,Finance,1373696.8,FALSE,$SPY $DIA $IWM $QQQ
WAFDP,Washington Federal Inc. Depositary Shares,25.5,0.01,0,Micro,United States,53830,Finance,1372665,TRUE,$SPY $DIA $IWM $QQQ
ENVI,Environmental Impact Acquisition Corp. Class A Common Stock,9.79,0.1,0.01,Micro,United States,139667,Finance,1367339.93,TRUE,$SPY $DIA $IWM $QQQ
PPX,PPL Capital Funding Inc. 2013 Series B Junior Subordinated Notes due 2073,25.93,0,0,Micro,,52504,Public Utilities,1361428.72,TRUE,$SPY $DIA $IWM $QQQ
AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,26.26,0.31,0.01,Micro,,51647,Finance,1356250.22,TRUE,$SPY $DIA $IWM $QQQ
ICD,Independence Contract Drilling Inc. Common Stock,3.73,0.43,0.13,Micro,,353352,Energy,1318002.96,FALSE,$HP $PTEN $PKDC $SPY
ROT,Rotor Acquisition Corp. Class A Common Stock,9.73,-0.08,-0.01,Micro,,134610,Finance,1309082.25,TRUE,$SPY $DIA $IWM $QQQ
IFFT,International Flavors & Fragrances Inc. 6.00% Tangible Equity Units,49.28,0.24,0,Micro,United States,26195,Basic Industries,1290889.6,TRUE,$SHW $ECL $DD $SPY
PUCK,Goal Acquisitions Corp. Common Stock,9.64,0,0,Micro,United States,132241,Finance,1274803.24,TRUE,$SPY $DIA $IWM $QQQ
PMGMU,Priveterra Acquisition Corp. Units,9.95,0.01,0,Micro,United States,128038,Finance,1273978.1,TRUE,$SPY $DIA $IWM $QQQ
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,28.78,-0.01,0,Micro,United States,44140,Consumer Services,1270349.2,TRUE,$SPY $DIA $IWM $QQQ
LMFA,LM Funding America Inc. Common Stock,1.33,0.04,0.03,Micro,United States,955113,Finance,1270300.29,FALSE,$AMRK $SUND $GWGH $SPY
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,27.1,0.23,0.01,Micro,United States,46760,Finance,1267196,TRUE,$SPY $DIA $IWM $QQQ
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,2.39,0.14,0.06,Micro,United States,529905,Health Care,1266472.95,FALSE,$950160.KQ $ABBV $AMGN $SPY
DLCAU,Deep Lake Capital Acquisition Corp. Unit,10.05,-0.01,0,Micro,United States,125582,Finance,1262099.1,TRUE,$SPY $DIA $IWM $QQQ
SCOA,ScION Tech Growth I Class A Ordinary Shares,9.82,0.02,0,Micro,United Kingdom,128116,Finance,1258099.12,TRUE,$SPY $DIA $IWM $QQQ
SWETU,Athlon Acquisition Corp. Unit,10.03,0.14,0.01,Micro,United States,124966,Finance,1253408.98,TRUE,$SPY $DIA $IWM $QQQ
HAACU,Health Assurance Acquisition Corp. SAIL Securities,10.98,0.22,0.02,Micro,United States,113434,Finance,1245505.32,TRUE,$SPY $DIA $IWM $QQQ
NOAC,Natural Order Acquisition Corp. Common Stock,9.87,0.09,0.01,Micro,United States,125795,Finance,1241596.65,TRUE,$SPY $DIA $IWM $QQQ
TVC,Tennessee Valley Authority Common Stock,26.43,0.05,0,Micro,United States,46878,Public Utilities,1238985.54,TRUE,$SPY $DIA $IWM $QQQ
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,27.44,0.28,0.01,Micro,United States,45013,Public Utilities,1235156.72,TRUE,$SPY $DIA $IWM $QQQ
HYACU,Haymaker Acquisition Corp. III Unit,9.95,0.01,0,Micro,United States,123593,Finance,1229750.35,TRUE,$SPY $DIA $IWM $QQQ
KRNLU,Kernel Group Holdings Inc. Units,10,0.02,0,Micro,United States,122418,Finance,1224180,TRUE,$SPY $DIA $IWM $QQQ
TBSAU,TB SA Acquisition Corp Unit,9.85,0,0,Micro,Cayman Islands,124199,Finance,1223360.15,TRUE,$SPY $DIA $IWM $QQQ
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,25.48,0.43,0.02,Micro,United States,47932,Consumer Services,1221307.36,TRUE,$SPY $DIA $IWM $QQQ
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,25.11,0.06,0,Micro,United States,48593,Miscellaneous,1220170.23,TRUE,$SPY $DIA $IWM $QQQ
SNGX,Soligenix Inc. Common Stock,1.56,0.03,0.02,Micro,United States,780583,Health Care,1217709.48,FALSE,$950160.KQ $ABBV $AMGN $SPY
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079,27.47,0.21,0.01,Micro,United States,44001,Public Utilities,1208707.47,TRUE,$SPY $DIA $IWM $QQQ
GFLU,GFL Environmental Inc. Tangible Equity Units,82.92,1.35,0.02,Micro,,14292,Public Utilities,1185092.64,TRUE,$WCN.TO $GFL.TO $PYR.TO $SPY
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,27.74,0.35,0.01,Micro,United States,42242,Finance,1171793.08,TRUE,$SPY $DIA $IWM $QQQ
CRTD,Creatd Inc. Common Stock,4.48,0.18,0.04,Micro,United States,258656,Consumer Services,1158778.88,TRUE,$GOOGL $FB $SNAP $SPY
NDACU,NightDragon Acquisition Corp. SCALE Units,10.23,0.03,0,Micro,United States,113221,Finance,1158250.83,TRUE,$SPY $DIA $IWM $QQQ
OPENW,Opendoor Technologies Inc Warrants expiring 12/18/2025,10.49,0.28,0.03,Micro,United States,110000,Finance,1153900,TRUE,$SPY $DIA $IWM $QQQ
PRCHW,Porch Group Inc. Warrant,6.5,0.35,0.06,Micro,United States,175421,Technology,1140236.5,TRUE,$SPY $DIA $IWM $QQQ
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,25.5,0.08,0,Micro,United States,43866,Public Utilities,1118583,TRUE,$SPY $DIA $IWM $QQQ
BCTX,BriaCell Therapeutics Corp. Common Shares,3.8,-0.06,-0.02,Micro,Canada,291146,Health Care,1106354.8,TRUE,$AUP.TO $ZYME $TRIL.TO $SPY
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,27.12,0.22,0.01,Micro,,40628,Public Utilities,1101831.36,TRUE,$SPY $DIA $IWM $QQQ
LCYAW,Landcadia Holdings III Inc. Warrant,1.67,0.18,0.12,Micro,United States,655610,Capital Goods,1094868.7,TRUE,$SPY $DIA $IWM $QQQ
VIVE,Viveve Medical Inc. Common Stock,3.09,0.03,0.01,Micro,United States,353938,Health Care,1093668.42,FALSE,$ABT $DHR $SYK $SPY
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,44.9,-0.98,-0.02,Micro,United States,24314,Health Care,1091698.6,TRUE,$JNJ $PFE $MRK $SPY
SNES,SenesTech Inc. Common Stock,1.84,0.18,0.11,Micro,United States,591270,Basic Industries,1087936.8,FALSE,$JNJ $PFE $MRK $SPY
LGACU,Lazard Growth Acquisition Corp. I Units,10,0,0,Micro,,108685,Finance,1086850,TRUE,$SPY $DIA $IWM $QQQ
WALDU,Waldencast Acquisition Corp. Units,10.05,0.06,0.01,Micro,United States,107869,Finance,1084083.45,TRUE,$SPY $DIA $IWM $QQQ
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,27.4,-0.03,0,Micro,,39444,Public Utilities,1080765.6,TRUE,$SPY $DIA $IWM $QQQ
HBANO,Huntington Bancshares Incorporated Depositary Shares,25.36,0.03,0,Micro,United States,42468,Finance,1076988.48,TRUE,$SPY $DIA $IWM $QQQ
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,28.84,0.08,0,Micro,Bermuda,37316,Finance,1076193.44,TRUE,$SPY $DIA $IWM $QQQ
SSAAU,Science Strategic Acquisition Corp. Alpha Unit,10,0.06,0.01,Micro,United States,107473,Finance,1074730,TRUE,$SPY $DIA $IWM $QQQ
JOB,GEE Group Inc. Common Stock,1.38,0.11,0.09,Micro,United States,778132,Technology,1073822.16,FALSE,$RHI $UPWK $MAN $SPY
APOP,Cellect Biotechnology Ltd. American Depositary Shares,3.05,-0.09,-0.03,Micro,Israel,350472,Health Care,1068939.6,FALSE,$SPY $DIA $IWM $QQQ
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,28.33,0.43,0.02,Micro,United States,37552,Finance,1063848.16,TRUE,$SPY $DIA $IWM $QQQ
PPSI,Pioneer Power Solutions Inc. Common Stock,4.86,0.01,0,Micro,United States,218079,Consumer Durables,1059863.94,FALSE,$BE $TPIC $AZZ $SPY
ARTL,Artelo Biosciences Inc. Common Stock,1.68,0.05,0.03,Micro,United States,625602,Health Care,1051011.36,FALSE,$JNJ $PFE $MRK $SPY
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,26.24,-0.25,-0.01,Micro,United States,39986,Capital Goods,1049232.64,TRUE,$SPY $DIA $IWM $QQQ
GMTA,GATX Corporation 5.625% Senior Notes due 2066,25.33,-0.36,-0.01,Micro,United States,41350,Consumer Services,1047395.5,TRUE,$SPY $DIA $IWM $QQQ
GOEVW,Canoo Inc. Warrant,2.8,-0.03,-0.01,Micro,United States,370133,Capital Goods,1036372.4,TRUE,$SPY $DIA $IWM $QQQ
HSTO,Histogen Inc. Common Stock,1.3,0,0,Micro,United States,789098,Health Care,1025827.4,TRUE,$950160.KQ $ABBV $AMGN $SPY
KURIU,Alkuri Global Acquisition Corp. Unit,9.97,0.09,0.01,Micro,United States,102851,Finance,1025424.47,TRUE,$SPY $DIA $IWM $QQQ
CMLFW,CM Life Sciences Inc. Warrant,5.6,0.42,0.08,Micro,United States,182133,Finance,1019944.8,TRUE,$SPY $DIA $IWM $QQQ
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,25.74,0.45,0.02,Micro,United States,39122,Finance,1007000.28,TRUE,$SPY $DIA $IWM $QQQ
XPL,Solitario Zinc Corp. Common Stock,0.85,0.02,0.02,Micro,United States,1179245,Basic Industries,1002240.33,TRUE,$MP $CMP $MTRN $SPY
ACTCW,ArcLight Clean Transition Corp. Warrant,6.21,0.49,0.09,Micro,United States,161196,Capital Goods,1001027.16,TRUE,$SPY $DIA $IWM $QQQ
BNSO,Bonso Electronics International Inc. Common Stock,7.35,0.55,0.08,Micro,Hong Kong,136027,Capital Goods,999798.45,TRUE,$327.HK $3393.HK $31.HK $SPY
FCNCP,First Citizens BancShares Inc. Depositary Shares,26.97,0.02,0,Micro,United States,36718,Finance,990284.46,TRUE,$SPY $DIA $IWM $QQQ
OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050,26.7,-0.17,-0.01,Micro,United States,36933,Finance,986111.1,TRUE,$SPY $DIA $IWM $QQQ
LATNU,Union Acquisition Corp. II Units containing one ordinary share and one redeemable warrant,10.73,0.04,0,Micro,United States,91104,Finance,977545.92,TRUE,$SPY $DIA $IWM $QQQ
SOHO,Sotherly Hotels Inc. Common Stock,3.17,-0.31,-0.09,Micro,United States,308193,Consumer Services,976971.81,TRUE,$MGP $HST $PK $SPY
BPYPN,Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,24.48,-0.35,-0.01,Micro,Bermuda,39866,Finance,975919.68,TRUE,$SPY $DIA $IWM $QQQ
GIGGU,GigCapital4 Inc. Unit,9.91,0.04,0,Micro,United States,97301,Finance,964252.91,TRUE,$SPY $DIA $IWM $QQQ
BPYPP,Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,25.77,-0.13,-0.01,Micro,Bermuda,37176,Finance,958025.52,TRUE,$BPY $H78.SI $ROM.OL $SPY
MYT,Urban Tea Inc. Ordinary Shares,3.99,0.28,0.08,Micro,China,239203,Consumer Services,954419.97,FALSE,$603708.SS $000061.SZ $300755.SZ $SPY
CTIB,Yunhong CTI Ltd. Common Stock,2.37,0.07,0.03,Micro,United States,402656,Basic Industries,954294.72,FALSE,$NWL $TUP $LCUT $SPY
COHN,Cohen & Company Inc.,26.19,2.46,0.1,Micro,United States,35708,Finance,935188.95,FALSE,$COHN $SPY
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,27.87,0.42,0.02,Micro,United States,33230,Finance,926120.1,TRUE,$SPY $DIA $IWM $QQQ
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,19.91,-0.15,-0.01,Micro,United States,46241,Capital Goods,920427.11,TRUE,$SPY $DIA $IWM $QQQ
OCAXU,OCA Acquisition Corp. Unit,10.08,0.09,0.01,Micro,United States,90945,Finance,916725.6,TRUE,$SPY $DIA $IWM $QQQ
ENVIU,Environmental Impact Acquisition Corp. Unit,10.23,0.13,0.01,Micro,United States,88924,Finance,909692.52,TRUE,$SPY $DIA $IWM $QQQ
BPTH,Bio-Path Holdings Inc. Common Stock,7.15,0.13,0.02,Micro,United States,127142,Health Care,909065.3,FALSE,$950160.KQ $ABBV $AMGN $SPY
GFX,Golden Falcon Acquisition Corp. Class A Common Stock,9.69,0.02,0,Micro,,93774,Finance,908670.06,TRUE,$SPY $DIA $IWM $QQQ
NGAB,Northern Genesis Acquisition Corp. II Common Stock,9.92,0,0,Micro,,91366,Finance,906350.72,TRUE,$SPY $DIA $IWM $QQQ
JCICU,Jack Creek Investment Corp. Units,9.95,0.04,0,Micro,United States,90802,Finance,903479.9,TRUE,$SPY $DIA $IWM $QQQ
THCBW,Tuscan Holdings Corp. Warrant,3.44,0.22,0.07,Micro,United States,262512,Miscellaneous,902962.53,TRUE,$SPY $DIA $IWM $QQQ
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,26.18,0.28,0.01,Micro,United States,34282,Public Utilities,897502.76,TRUE,$SPY $DIA $IWM $QQQ
OXBR,Oxbridge Re Holdings Limited Ordinary Shares,2.64,0.11,0.04,Micro,Cayman Islands,336646,Finance,888745.44,FALSE,$GLRE $OXBR $SPY
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,27.87,0.25,0.01,Micro,United States,31862,Consumer Services,887993.94,TRUE,$SPY $DIA $IWM $QQQ
LEGOU,Legato Merger Corp. Units,10.23,0.1,0.01,Micro,United States,86244,Finance,882276.12,TRUE,$SPY $DIA $IWM $QQQ
PHIO,Phio Pharmaceuticals Corp. Common Stock,2.75,0.07,0.03,Micro,United States,319923,Health Care,879788.25,FALSE,$950160.KQ $ABBV $AMGN $SPY
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F,26.29,0.05,0,Micro,Bermuda,33361,Finance,877060.69,TRUE,$SPY $DIA $IWM $QQQ
NVIV,InVivo Therapeutics Holdings Corp Common Stock,1.02,0.03,0.03,Micro,United States,853407,Health Care,870475.14,FALSE,$ABT $DHR $SYK $SPY
LVRAU,Levere Holdings Corp. Unit,10,0.04,0,Micro,Cayman Islands,87010,Finance,870100,TRUE,$SPY $DIA $IWM $QQQ
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,27.8,0.19,0.01,Micro,United States,31214,Consumer Services,867749.2,TRUE,$SPY $DIA $IWM $QQQ
BLCM,Bellicum Pharmaceuticals Inc. Common Stock,3.69,-0.07,-0.02,Micro,United States,232998,Health Care,859762.62,FALSE,$950160.KQ $ABBV $AMGN $SPY
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,25.57,0.21,0.01,Micro,United States,33377,Consumer Services,853449.89,TRUE,$SPY $DIA $IWM $QQQ
GSLD,Global Ship Lease Inc. 8.00% Senior Notes due 2024,25.59,0.01,0,Micro,United Kingdom,33267,Transportation,851302.53,TRUE,$SPY $DIA $IWM $QQQ
PSTV,PLUS THERAPEUTICS Inc. Common Stock ,2.46,0.06,0.03,Micro,United States,345571,Health Care,850104.66,FALSE,$950160.KQ $ABBV $AMGN $SPY
VIHAW,VPC Impact Acquisition Holdings Warrant,3.46,0.5,0.17,Micro,United States,240877,Technology,833434.42,TRUE,$SPY $DIA $IWM $QQQ
AXAS,Abraxas Petroleum Corporation Common Stock,3.47,0.33,0.11,Micro,United States,239608,Energy,831439.76,FALSE,$COP $EOG $PXD $SPY
DUOT,Duos Technologies Group Inc. Common Stock,10.7,-0.22,-0.02,Micro,United States,77528,Technology,829549.6,FALSE,$MSFT $ORCL $NOW $SPY
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,25.39,0.12,0,Micro,United States,31974,Public Utilities,811819.86,TRUE,$SPY $DIA $IWM $QQQ
SFET,Safe-T Group Ltd. American Depositary Share,1.41,0.06,0.04,Micro,Israel,573095,Technology,808063.95,TRUE,$CHKP $CYBR $ALLT $SPY
ADEX,Adit EdTech Acquisition Corp. Common Stock,9.73,0.1,0.01,Micro,,82880,Finance,806422.4,TRUE,$SPY $DIA $IWM $QQQ
MOSY,MoSys Inc. Common Stock,3.89,0.03,0.01,Micro,United States,206819,Technology,804525.91,TRUE,$NVDA $INTC $AVGO $SPY
THMO,ThermoGenesis Holdings Inc. Common Stock,2.72,0.03,0.01,Micro,United States,295306,Capital Goods,803232.32,FALSE,$ABT $DHR $SYK $SPY
CFFEU,CF Acquisition Corp. VIII Unit,9.98,0.06,0.01,Micro,United States,79574,Finance,794148.52,TRUE,$SPY $DIA $IWM $QQQ
DDT,Dillard's Capital Trust I,25.59,0.24,0.01,Micro,United States,30745,Consumer Services,786764.55,TRUE,$SPY $DIA $IWM $QQQ
MLACU,Malacca Straits Acquisition Company Limited Units,10.21,0.01,0,Micro,Hong Kong,77018,Finance,786353.78,TRUE,$SPY $DIA $IWM $QQQ
OTRKP,Ontrak Inc. 9.50% Series A Cumulative Perpetual Preferred Stock,23.85,-0.3,-0.01,Micro,United States,32800,Health Care,782280,TRUE,$SPY $DIA $IWM $QQQ
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,29.05,0.32,0.01,Micro,United States,26854,Consumer Services,780108.7,TRUE,$SPY $DIA $IWM $QQQ
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),2.45,-0.02,-0.01,Micro,Israel,314158,Health Care,769687.1,FALSE,$BONS.TA $KMDA.TA $EVGN.TA $SPY
WHLRD,Wheeler Real Estate Investment Trust Inc. Series D Cumulative Preferred Stock,18.1,0.1,0.01,Micro,United States,42497,Consumer Services,769195.7,TRUE,$SPY $DIA $IWM $QQQ
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,24.4,0.04,0,Micro,United States,31370,Consumer Services,765428,TRUE,$SPY $DIA $IWM $QQQ
HIGA,H.I.G. Acquisition Corp. Class A Ordinary Shares,9.87,-0.07,-0.01,Micro,United States,77011,Finance,760098.57,TRUE,$SPY $DIA $IWM $QQQ
JSM,Navient Corporation 6% Senior Notes due December 15 2043,24.45,-0.12,0,Micro,United States,31002,Finance,757998.9,TRUE,$SPY $DIA $IWM $QQQ
MTBCP,MTBC Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,28.05,0.25,0.01,Micro,United States,26895,Technology,754402.06,TRUE,$SPY $DIA $IWM $QQQ
KBSF,KBS Fashion Group Limited Common Stock,3.59,0.3,0.09,Micro,China,209935,Consumer Non-Durables,753666.65,FALSE,$2313.HK $2331.HK $600916.SS $SPY
AEPPZ,American Electric Power Company Inc. Corporate Units,49.62,0.76,0.02,Micro,United States,15128,Public Utilities,750651.36,TRUE,$NEE $DUK $SO $SPY
WTRU,Essential Utilities Inc. 6.00% TEU,57.37,0.18,0,Micro,United States,12730,Public Utilities,730320.1,TRUE,$AWK $WTRG $CWT $SPY
IPVIU,InterPrivate IV InfraTech Partners Inc. Units,9.97,0.07,0.01,Micro,United States,72843,Finance,726244.71,TRUE,$SPY $DIA $IWM $QQQ
ESP,Espey Mfg. & Electronics Corp. Common Stock,15.8,0.6,0.04,Micro,United States,45864,Capital Goods,724541.13,TRUE,$EMR $3665.TW $ROK $SPY
COWNZ,Cowen Inc. 7.35% Senior Notes Due 2027,25.17,0.01,0,Micro,United States,28743,Finance,723337.72,FALSE,$SPY $DIA $IWM $QQQ
VRME,VerifyMe Inc. Common Stock,4.36,0.24,0.06,Micro,United States,163255,Basic Industries,711791.8,FALSE,$KEYS $ZBRA $TRMB $SPY
PBTS,Powerbridge Technologies Co. Ltd. Ordinary Shares,2.96,-0.06,-0.02,Micro,China,240431,Technology,711675.76,TRUE,$601360.SS $300454.SZ $909.HK $SPY
NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,24.5,0.09,0,Micro,United States,29008,Consumer Services,710696,TRUE,$SPY $DIA $IWM $QQQ
FINMU,Marlin Technology Corporation Unit,9.93,0.05,0.01,Micro,United States,71241,Finance,707423.13,TRUE,$SPY $DIA $IWM $QQQ
HLAHU,Hamilton Lane Alliance Holdings I Inc. Unit,10,0.05,0,Micro,United States,70401,Finance,704010,TRUE,$SPY $DIA $IWM $QQQ
AEACU,Authentic Equity Acquisition Corp. Unit,10,0.11,0.01,Micro,United States,70397,Finance,703970,TRUE,$SPY $DIA $IWM $QQQ
NOACU,Natural Order Acquisition Corp. Unit,10.61,0.09,0.01,Micro,United States,66101,Finance,701331.61,TRUE,$SPY $DIA $IWM $QQQ
GRIL,Muscle Maker Inc Common Stock,2.35,0.07,0.03,Micro,United States,297953,Consumer Services,700189.55,TRUE,$MCD $SBUX $CMG $SPY
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,25,0.03,0,Micro,Monaco,27943,Transportation,698575,TRUE,$SPY $DIA $IWM $QQQ
HOLUW,Holicity Inc. Warrant,2.79,-0.1,-0.03,Micro,United States,245262,Consumer Services,684280.98,TRUE,$SPY $DIA $IWM $QQQ
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,27,0.2,0.01,Micro,United States,25188,Finance,680076,TRUE,$SPY $DIA $IWM $QQQ
OPINI,Office Properties Income Trust 5.875% Senior Notes due 2046,25.3,0.13,0.01,Micro,United States,26631,Finance,673764.3,TRUE,$SPY $DIA $IWM $QQQ
RILYG,B. Riley Financial Inc. 7.25% Senior Notes due 2027,25.48,0.04,0,Micro,United States,26128,Miscellaneous,665741.44,TRUE,$SPY $DIA $IWM $QQQ
ATMR,Altimar Acquisition Corp. II Class A Ordinary Shares,9.85,-0.04,0,Micro,,67271,Finance,662619.35,TRUE,$SPY $DIA $IWM $QQQ
NPAWW,New Providence Acquisition Corp. Warrant,3.81,0.27,0.08,Micro,United States,171645,Consumer Services,653967.45,TRUE,$SPY $DIA $IWM $QQQ
INKAU,KludeIn I Acquisition Corp. Unit,10,0.05,0.01,Micro,United States,65294,Finance,652940,TRUE,$SPY $DIA $IWM $QQQ
GRSVU,Gores Holdings V Inc. Unit,10.32,0.03,0,Micro,United States,63235,Finance,652585.2,TRUE,$SPY $DIA $IWM $QQQ
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,24.86,0.07,0,Micro,United States,26007,Consumer Services,646534.02,TRUE,$SPY $DIA $IWM $QQQ
IIVIP,II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,298.81,10.37,0.04,Micro,United States,2160,Capital Goods,645429.6,TRUE,$SPY $DIA $IWM $QQQ
CHFS,CHF Solutions Inc. Common Stock,5.98,0.07,0.01,Micro,United States,106896,Health Care,639238.08,FALSE,$ABT $DHR $SYK $SPY
GVP,GSE Systems Inc. Common Stock,1.62,-0.08,-0.05,Micro,United States,394502,Technology,639093.24,TRUE,$ADBE $CRM $INTU $SPY
PCPC,Periphas Capital Partnering Corporation Class A Common Stock,24.05,0.31,0.01,Micro,,26182,Finance,629677.1,TRUE,$SPY $DIA $IWM $QQQ
TTNP,Titan Pharmaceuticals Inc. Common Stock,2.89,-0.09,-0.03,Micro,United States,217699,Health Care,629150.11,FALSE,$JNJ $PFE $MRK $SPY
PLIN,China Xiangtai Food Co. Ltd. Ordinary Shares,1.04,-0.01,-0.01,Micro,China,603004,Consumer Non-Durables,627124.16,TRUE,$603288.SS $300999.SZ $002714.SZ $SPY
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,25.98,0.07,0,Micro,United States,24136,Public Utilities,627053.28,TRUE,$SPY $DIA $IWM $QQQ
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,25.52,0.07,0,Micro,United States,24453,Public Utilities,624040.56,TRUE,$NEE $DUK $SO $SPY
SSPKW,Silver Spike Acquisition Corp. Warrants,7.99,0.95,0.13,Micro,United States,77133,Technology,616292.67,TRUE,$SPY $DIA $IWM $QQQ
XPDIU,Power & Digital Infrastructure Acquisition Corp. Unit,10.15,0.1,0.01,Micro,United States,60701,Finance,616115.15,TRUE,$SPY $DIA $IWM $QQQ
MSACU,Medicus Sciences Acquisition Corp. Unit,10.26,0.41,0.04,Micro,United States,59972,Finance,615312.72,TRUE,$SPY $DIA $IWM $QQQ
LEGAU,Lead Edge Growth Opportunities Ltd Units,10.03,0.06,0.01,Micro,United States,61003,Finance,611860.09,TRUE,$SPY $DIA $IWM $QQQ
CFIVU,CF Acquisition Corp. IV Unit,10.04,0.01,0,Micro,United States,60580,Finance,608223.2,TRUE,$SPY $DIA $IWM $QQQ
